"streetname","originalcertifybydate","newcorrectbydate","registrationid","longitude","zip","latitude","violationid","class","inspectiondate","newcertifybydate","nta","communityboard","violationstatus","councildistrict","censustract","bbl","story","block","buildingid","novid","currentstatus","currentstatusdate","lot","approveddate","novtype","ordernumber","certifieddate","highhousenumber","boro","bin","boroid","novissueddate","streetcode","novdescription","currentstatusid","originalcorrectbydate","lowhousenumber","housenumber","apartment"
"16 STREET","2008-07-17T00:00:00.000",NULL,339310,-73.990358,11215,40.665236,1000255,"B","1987-01-13T00:00:00.000",NULL,"Park Slope-Gowanus",7,"Close",39,141,3010470050,"Roof",1047,141469,3286048,"VIOLATION CLOSED","2015-10-22T00:00:00.000",50,"1987-01-13T00:00:00.000","Reissued",683,NULL,"189","BROOKLYN",3023928,3,"2008-05-29T00:00:00.000",6730,"D26-19.05 ADM CODE  PROVIDE ADEQUATE LIGHT OF NOT LESS THAN 60 WATTS INCANDESCENT OR EQUIVALENT ILLUMINATION 4 STY PUBLIC HALL NIGHT INPECTION.",19,"2008-07-03T00:00:00.000","189","189",NULL
"EAST 59 STREET","2014-02-01T00:00:00.000",NULL,352456,-73.921692,11203,40.651659,10002552,"A","2013-10-10T00:00:00.000",NULL,"Rugby-Remsen Village",17,"Close",45,936,3047070022,"2",4707,273156,4707517,"VIOLATION CLOSED","2014-09-19T00:00:00.000",22,"2013-10-11T00:00:00.000","Original",501,NULL,"103","BROOKLYN",3103206,3,"2013-10-15T00:00:00.000",37430,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE CEILING LIGHT FIXTURE  IN THE 1st ROOM  FROM EAST LOCATED AT APT 2R\, 2nd STORY",19,"2014-01-18T00:00:00.000","103","103","2R"
"WEST 171 STREET","2014-02-01T00:00:00.000",NULL,130780,-73.939718,10032,40.84344,10002553,"A","2013-10-10T00:00:00.000",NULL,"Washington Heights South",12,"Close",10,253,1021420032,"2",2142,43175,4707245,"VIOLATION CLOSED","2015-10-22T00:00:00.000",32,"2013-10-11T00:00:00.000","Original",502,NULL,"634","MANHATTAN",1063476,1,"2013-10-15T00:00:00.000",37190,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC WALL TILES  IN THE BATHROOM  LOCATED AT APT 4C\, 2nd STORY\, 2nd APARTMENT FROM EAST AT SOUTH",19,"2014-01-18T00:00:00.000","632","632","4C"
"WEST 171 STREET","2014-02-01T00:00:00.000",NULL,130780,-73.939718,10032,40.84344,10002555,"A","2013-10-10T00:00:00.000",NULL,"Washington Heights South",12,"Close",10,253,1021420032,"4",2142,43175,4707245,"VIOLATION CLOSED","2015-10-22T00:00:00.000",32,"2013-10-11T00:00:00.000","Original",508,NULL,"634","MANHATTAN",1063476,1,"2013-10-15T00:00:00.000",37190,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS AND CEILING  IN THE ENTIRE APARTMENT  LOCATED AT APT 4C\, 4th STORY\, 2nd APARTMENT FROM EAST AT SOUTH",19,"2014-01-18T00:00:00.000","632","632","4C"
"COMMONWEALTH AVENUE","2013-10-28T00:00:00.000",NULL,218899,-73.869185,10460,40.838762,10002559,"C","2013-10-09T00:00:00.000",NULL,"West Farms-Bronx River",9,"Close",18,218,2039170028,"2",3917,58161,4707272,"VIOLATION CLOSED","2015-08-28T00:00:00.000",28,"2013-10-11T00:00:00.000","Original",501,NULL,"1547","BRONX",2028531,2,"2013-10-15T00:00:00.000",20920,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE  LOWER WINDOW SASH AT EAST WALL   IN THE 3rd ROOM  FROM NORTH AT EAST LOCATED AT APT A3\, 2nd STORY\, 2nd APARTMENT FROM WEST AT NORTH",19,"2013-10-23T00:00:00.000","1547","1547","A3"
"16 STREET","2008-07-17T00:00:00.000",NULL,339310,-73.990358,11215,40.665236,1000256,"B","1987-01-13T00:00:00.000",NULL,"Park Slope-Gowanus",7,"Open",39,141,3010470050,"Roof",1047,141469,3286048,"NOT COMPLIED WITH","2016-08-17T00:00:00.000",50,"1987-01-13T00:00:00.000","Reissued",530,NULL,"189","BROOKLYN",3023928,3,"2008-05-29T00:00:00.000",6730,"D26-10.01\, 10.05 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS BULKHEAD TO ROOF.",21,"2008-07-03T00:00:00.000","189","189",NULL
"WEST 171 STREET","2013-12-03T00:00:00.000",NULL,130780,-73.939718,10032,40.84344,10002560,"B","2013-10-10T00:00:00.000",NULL,"Washington Heights South",12,"Close",10,253,1021420032,"4",2142,43175,4707246,"VIOLATION CLOSED","2015-10-22T00:00:00.000",32,"2013-10-11T00:00:00.000","Original",550,NULL,"634","MANHATTAN",1063476,1,"2013-10-15T00:00:00.000",37190,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... CEILING  IN THE BATHROOM  LOCATED AT APT 4C\, 4th STORY\, 2nd APARTMENT FROM EAST AT SOUTH",19,"2013-11-19T00:00:00.000","632","632","4C"
"TOWNSEND AVENUE","2013-12-03T00:00:00.000",NULL,205456,-73.914263,10452,40.843427,10002564,"B","2013-10-10T00:00:00.000",NULL,"West Concourse",4,"Close",14,209,2028460041,"1",2846,115654,4707409,"VIOLATION CLOSED","2015-07-22T00:00:00.000",41,"2013-10-11T00:00:00.000","Original",702,NULL,"1565","BRONX",2008141,2,"2013-10-15T00:00:00.000",69320,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE  LOCATED AT APT 1H\, 1st STORY\, 1st APARTMENT FROM EAST AT SOUTH \, SECTION ''SOUTH''",19,"2013-11-19T00:00:00.000","1565","1565","1H"
"WEST 171 STREET","2013-12-03T00:00:00.000",NULL,130780,-73.939718,10032,40.84344,10002565,"B","2013-10-10T00:00:00.000",NULL,"Washington Heights South",12,"Close",10,253,1021420032,"4",2142,43175,4707246,"VIOLATION CLOSED","2015-10-22T00:00:00.000",32,"2013-10-11T00:00:00.000","Original",569,NULL,"634","MANHATTAN",1063476,1,"2013-10-15T00:00:00.000",37190,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 4C\, 4th STORY\, 2nd APARTMENT FROM EAST AT SOUTH",19,"2013-11-19T00:00:00.000","632","632","4C"
"EAST 183 STREET","2013-12-03T00:00:00.000",NULL,213934,-73.887549,10458,40.852588,10002566,"B","2013-10-10T00:00:00.000",NULL,"Belmont",6,"Close",15,391,2030870033,"Roof",3087,66532,4707310,"VIOLATION CLOSED","2014-08-04T00:00:00.000",33,"2013-10-11T00:00:00.000","Original",502,NULL,"651","BRONX",2012464,2,"2013-10-15T00:00:00.000",27150,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDING NORTH WALL AT BULKHEAD",19,"2013-11-19T00:00:00.000","649","649",NULL
"EAST 183 STREET","2014-02-01T00:00:00.000",NULL,213934,-73.887549,10458,40.852588,10002567,"A","2013-10-10T00:00:00.000",NULL,"Belmont",6,"Close",15,391,2030870033,"Roof",3087,66532,4707309,"VIOLATION CLOSED","2014-08-04T00:00:00.000",33,"2013-10-11T00:00:00.000","Original",556,NULL,"651","BRONX",2012464,2,"2013-10-15T00:00:00.000",27150,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT NORTHWALL AT BULKHEAD",19,"2014-01-18T00:00:00.000","649","649",NULL
"COMMONWEALTH AVENUE","2013-10-28T00:00:00.000",NULL,218899,-73.869185,10460,40.838762,10002570,"C","2013-10-09T00:00:00.000",NULL,"West Farms-Bronx River",9,"Close",18,218,2039170028,"2",3917,58161,4707274,"VIOLATION CLOSED","2016-08-08T00:00:00.000",28,"2013-10-11T00:00:00.000","Original",689,NULL,"1547","BRONX",2028531,2,"2013-10-15T00:00:00.000",20920,"SECTION 27-2005\, 2006\, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF  EXPOSED ELECTRICAL WIRE AT CEILING   IN THE KITCHEN  LOCATED AT APT A4\, 2nd STORY\, APARTMENT AT  EAST",19,"2013-10-23T00:00:00.000","1547","1547","A4"
"WEST 137 STREET","2013-12-04T00:00:00.000",NULL,103427,-73.954812,10031,40.821668,10002576,"B","2013-10-10T00:00:00.000",NULL,"Manhattanville",9,"Close",7,22301,1020020061,"6",2002,41095,4708406,"VIOLATION CLOSED","2015-10-20T00:00:00.000",61,"2013-10-15T00:00:00.000","Original",569,NULL,"622","MANHATTAN",1059968,1,"2013-10-16T00:00:00.000",36510,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE LOCATED AT APT 61\, 6th STORY\, 2nd APARTMENT FROM WEST AT NORTH",19,"2013-11-20T00:00:00.000","620","622","61"
"WEST 137 STREET","2013-12-04T00:00:00.000",NULL,103427,-73.954812,10031,40.821668,10002579,"B","2013-10-10T00:00:00.000",NULL,"Manhattanville",9,"Close",7,22301,1020020061,"6",2002,41095,4708406,"VIOLATION CLOSED","2015-10-20T00:00:00.000",61,"2013-10-15T00:00:00.000","Original",501,NULL,"622","MANHATTAN",1059968,1,"2013-10-16T00:00:00.000",36510,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE  LIGHT  FIXTURE AT CEILING ( INOPERABLE )  IN THE PRIVATE HALLWAY  LOCATED AT APT 61\, 6th STORY\, 2nd APARTMENT FROM WEST AT NORTH",19,"2013-11-20T00:00:00.000","620","622","61"
"DECATUR AVENUE","2014-02-01T00:00:00.000",NULL,202750,-73.891467,10458,40.862181,10002607,"A","2013-10-10T00:00:00.000",NULL,"Bedford Park-Fordham North",7,"Close",15,39901,2032750055,"4",3275,60791,4707291,"VIOLATION CLOSED","2015-06-02T00:00:00.000",55,"2013-10-11T00:00:00.000","Original",554,NULL,"2543","BRONX",2016325,2,"2013-10-15T00:00:00.000",23920,"SECTION  27-2005 ADM CODE  PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION   THE           1st RISER  FROM NORTH AT EAST WALL IN THE KITCHEN  LOCATED AT APT 4B\, 4th STORY\, 1st APARTMENT FROM EAST AT SOUTH",19,"2014-01-18T00:00:00.000","2543","2543","4B"
"DECATUR AVENUE","2014-02-01T00:00:00.000",NULL,202750,-73.891467,10458,40.862181,10002608,"A","2013-10-10T00:00:00.000",NULL,"Bedford Park-Fordham North",7,"Close",15,39901,2032750055,"4",3275,60791,4707291,"VIOLATION CLOSED","2016-12-23T00:00:00.000",55,"2013-10-11T00:00:00.000","Original",556,NULL,"2543","BRONX",2016325,2,"2013-10-15T00:00:00.000",23920,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT   THE           1st DOOR FRAME  FROM WEST AT NORTH WALL\,         1st WINDOW FRAME  FROM NORTH AT EAST WALL\,         WEST WALL\,         NORTH WALL IN THE 1st ROOM  FROM EAST AT SOUTH LOCATED AT APT 4B\, 4th STORY\, 1st APARTMENT FROM EAST AT SOUTH",19,"2014-01-18T00:00:00.000","2543","2543","4B"
"DECATUR AVENUE","2013-12-03T00:00:00.000",NULL,202750,-73.891467,10458,40.862181,10002609,"B","2013-10-10T00:00:00.000",NULL,"Bedford Park-Fordham North",7,"Close",15,39901,2032750055,"4",3275,60791,4707292,"VIOLATION CLOSED","2016-12-23T00:00:00.000",55,"2013-10-11T00:00:00.000","Original",508,NULL,"2543","BRONX",2016325,2,"2013-10-15T00:00:00.000",23920,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR   THE           CEILING IN THE 1st ROOM  FROM EAST AT SOUTH LOCATED AT APT 4B\, 4th STORY\, 1st APARTMENT FROM EAST AT SOUTH",19,"2013-11-19T00:00:00.000","2543","2543","4B"
"DECATUR AVENUE","2014-02-01T00:00:00.000",NULL,202750,-73.891467,10458,40.862181,10002610,"A","2013-10-10T00:00:00.000",NULL,"Bedford Park-Fordham North",7,"Close",15,39901,2032750055,"4",3275,60791,4707291,"VIOLATION CLOSED","2016-12-23T00:00:00.000",55,"2013-10-11T00:00:00.000","Original",554,NULL,"2543","BRONX",2016325,2,"2013-10-15T00:00:00.000",23920,"SECTION  27-2005 ADM CODE  PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION   THE           1st RISER  FROM NORTH AT EAST WALL IN THE 1st ROOM  FROM EAST AT SOUTH LOCATED AT APT 4B\, 4th STORY\, 1st APARTMENT FROM EAST AT SOUTH",19,"2014-01-18T00:00:00.000","2543","2543","4B"
"DECATUR AVENUE","2013-12-03T00:00:00.000",NULL,202750,-73.891467,10458,40.862181,10002611,"B","2013-10-10T00:00:00.000",NULL,"Bedford Park-Fordham North",7,"Close",15,39901,2032750055,"4",3275,60791,4707292,"VIOLATION CLOSED","2015-06-02T00:00:00.000",55,"2013-10-11T00:00:00.000","Original",583,NULL,"2543","BRONX",2016325,2,"2013-10-15T00:00:00.000",23920,"SECTION 27-2026\, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK   CEILING  IN THE 1st ROOM  FROM EAST AT SOUTH LOCATED AT APT 4B\, 4th STORY\, 1st APARTMENT FROM EAST AT SOUTH",19,"2013-11-19T00:00:00.000","2543","2543","4B"
"DECATUR AVENUE","2014-02-01T00:00:00.000",NULL,202750,-73.891467,10458,40.862181,10002612,"A","2013-10-10T00:00:00.000",NULL,"Bedford Park-Fordham North",7,"Close",15,39901,2032750055,"4",3275,60791,4707291,"VIOLATION CLOSED","2015-10-15T00:00:00.000",55,"2013-10-11T00:00:00.000","Original",556,NULL,"2543","BRONX",2016325,2,"2013-10-15T00:00:00.000",23920,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT   THE           1st DOOR FRAME  FROM WEST AT NORTH WALL\,         WEST WALL\,         1st CLOSET  FROM SOUTH AT WEST WALL DOOR\,         CEILING IN THE 5th ROOM  FROM EAST LOCATED AT APT 4B\, 4th STORY\, 1st APARTMENT FROM EAST AT SOUTH",19,"2014-01-18T00:00:00.000","2543","2543","4B"
"DECATUR AVENUE","2014-02-01T00:00:00.000",NULL,202750,-73.891467,10458,40.862181,10002613,"A","2013-10-10T00:00:00.000",NULL,"Bedford Park-Fordham North",7,"Close",15,39901,2032750055,"4",3275,60791,4707291,"VIOLATION CLOSED","2015-06-02T00:00:00.000",55,"2013-10-11T00:00:00.000","Original",556,NULL,"2543","BRONX",2016325,2,"2013-10-15T00:00:00.000",23920,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT   THE           1st DOOR FRAME  FROM WEST AT NORTH WALL IN THE PRIVATE HALLWAY  LOCATED AT APT 4B\, 4th STORY\, 1st APARTMENT FROM EAST AT SOUTH",19,"2014-01-18T00:00:00.000","2543","2543","4B"
"DECATUR AVENUE","2014-02-01T00:00:00.000",NULL,202750,-73.891467,10458,40.862181,10002614,"A","2013-10-10T00:00:00.000",NULL,"Bedford Park-Fordham North",7,"Close",15,39901,2032750055,"4",3275,60791,4707291,"VIOLATION CLOSED","2015-06-02T00:00:00.000",55,"2013-10-11T00:00:00.000","Original",556,NULL,"2543","BRONX",2016325,2,"2013-10-15T00:00:00.000",23920,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT   THE           CEILING\,         1st DOOR  FROM WEST AT NORTH WALL IN THE BATHROOM  LOCATED AT APT 4B\, 4th STORY\, 1st APARTMENT FROM EAST AT SOUTH",19,"2014-01-18T00:00:00.000","2543","2543","4B"
"WEST 89 STREET","2014-02-01T00:00:00.000",NULL,106038,-73.969514,10024,40.787882,10002637,"A","2013-10-09T00:00:00.000",NULL,"Upper West Side",7,"Close",6,173,1012020050,"1",1202,36786,4707221,"VIOLATION CLOSED","2015-11-21T00:00:00.000",50,"2013-10-11T00:00:00.000","Original",529,"2014-02-24T00:00:00.000","46","MANHATTAN",1031525,1,"2013-10-15T00:00:00.000",35550,"SECTION 27-2005 ADM CODE  REFIT CASEMENT WINDOWS  IN THE ENTIRE APARTMENT  LOCATED AT APT 2F\, 1st STORY\, 1st APARTMENT FROM NORTH AT EAST",19,"2014-01-18T00:00:00.000","46","46","2F"
"WEST 89 STREET","2013-12-03T00:00:00.000",NULL,106038,-73.969514,10024,40.787882,10002645,"B","2013-10-09T00:00:00.000",NULL,"Upper West Side",7,"Close",6,173,1012020050,NULL,1202,36786,4707222,"VIOLATION CLOSED","2015-11-21T00:00:00.000",50,"2013-10-11T00:00:00.000","Original",579,"2014-02-24T00:00:00.000","46","MANHATTAN",1031525,1,"2013-10-15T00:00:00.000",35550,"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS SINK \,  IN THE KITCHEN  LOCATED AT APT 2F\, 1st APARTMENT FROM NORTH AT EAST",19,"2013-11-19T00:00:00.000","46","46","2F"
"COMMONWEALTH AVENUE","2013-10-28T00:00:00.000",NULL,218899,-73.869185,10460,40.838762,10002650,"C","2013-10-09T00:00:00.000",NULL,"West Farms-Bronx River",9,"Close",18,218,2039170028,"2",3917,58161,4707274,"VIOLATION CLOSED","2016-09-09T00:00:00.000",28,"2013-10-11T00:00:00.000","Original",583,NULL,"1547","BRONX",2028531,2,"2013-10-15T00:00:00.000",20920,"SECTION 27-2026\, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK  AT CEILING   IN THE BATHROOM  LOCATED AT APT A4\, 2nd STORY\, APARTMENT AT  EAST",19,"2013-10-23T00:00:00.000","1547","1547","A4"
"EAST 9 STREET","2014-12-31T00:00:00.000",NULL,114080,-73.984168,10009,40.727899,10002653,"B","2013-10-10T00:00:00.000",NULL,"East Village",3,"Close",2,34,1004370046,"2",437,11356,4948930,"VIOLATION DISMISSED","2015-02-23T00:00:00.000",46,"2013-10-11T00:00:00.000","Reissued",550,"2014-12-11T00:00:00.000","413","MANHATTAN",1005926,1,"2014-11-12T00:00:00.000",17170,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT CEILING   IN THE 2nd ROOM  FROM NORTH LOCATED AT APT 2D\, 2nd STORY\, 2nd APARTMENT FROM EAST AT SOUTH",9,"2014-12-17T00:00:00.000","413","413","2D"
"COMMONWEALTH AVENUE","2013-12-03T00:00:00.000",NULL,218899,-73.869185,10460,40.838762,10002655,"B","2013-10-09T00:00:00.000",NULL,"West Farms-Bronx River",9,"Close",18,218,2039170028,"2",3917,58161,4707273,"VIOLATION CLOSED","2016-09-14T00:00:00.000",28,"2013-10-11T00:00:00.000","Original",550,NULL,"1547","BRONX",2028531,2,"2013-10-15T00:00:00.000",20920,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ...  AT EAST WALL   IN THE BATHROOM  LOCATED AT APT A4\, 2nd STORY\, APARTMENT AT  EAST",19,"2013-11-19T00:00:00.000","1547","1547","A4"
"COMMONWEALTH AVENUE","2013-10-28T00:00:00.000",NULL,218899,-73.869185,10460,40.838762,10002656,"C","2013-10-09T00:00:00.000",NULL,"West Farms-Bronx River",9,"Close",18,218,2039170028,"2",3917,58161,4707274,"VIOLATION CLOSED","2016-09-09T00:00:00.000",28,"2013-10-11T00:00:00.000","Original",508,NULL,"1547","BRONX",2028531,2,"2013-10-15T00:00:00.000",20920,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR  AT CEILING   IN THE BATHROOM  LOCATED AT APT A4\, 2nd STORY\, APARTMENT AT  EAST",19,"2013-10-23T00:00:00.000","1547","1547","A4"
"EAST 9 STREET","2014-12-31T00:00:00.000",NULL,114080,-73.984168,10009,40.727899,10002658,"B","2013-10-10T00:00:00.000",NULL,"East Village",3,"Close",2,34,1004370046,"2",437,11356,4948930,"VIOLATION DISMISSED","2015-02-23T00:00:00.000",46,"2013-10-11T00:00:00.000","Reissued",550,"2014-12-11T00:00:00.000","413","MANHATTAN",1005926,1,"2014-11-12T00:00:00.000",17170,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT CEILING  IN THE BATHROOM  LOCATED AT APT 2D\, 2nd STORY\, 2nd APARTMENT FROM EAST AT SOUTH",9,"2014-12-17T00:00:00.000","413","413","2D"
"COMMONWEALTH AVENUE","2013-10-28T00:00:00.000",NULL,218899,-73.869185,10460,40.838762,10002664,"C","2013-10-09T00:00:00.000",NULL,"West Farms-Bronx River",9,"Close",18,218,2039170028,"2",3917,58161,4707274,"VIOLATION CLOSED","2016-08-08T00:00:00.000",28,"2013-10-11T00:00:00.000","Original",689,NULL,"1547","BRONX",2028531,2,"2013-10-15T00:00:00.000",20920,"SECTION 27-2005\, 2006\, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF  EXPOSED ELECTRICAL WIRE AT SOUTH WALL   IN THE PRIVATE HALLWAY  LOCATED AT APT A4\, 2nd STORY\, APARTMENT AT  EAST",19,"2013-10-23T00:00:00.000","1547","1547","A4"
"ASTOR AVENUE","2014-01-28T00:00:00.000",NULL,221472,-73.864137,10467,40.859627,10002666,"A","2013-10-09T00:00:00.000",NULL,"Bronxdale",11,"Open",13,328,2043520001,"3",4352,46443,4706350,"NOT COMPLIED WITH","2016-02-26T00:00:00.000",1,"2013-10-10T00:00:00.000","Original",556,NULL,"789","BRONX",2050092,2,"2013-10-11T00:00:00.000",9620,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE 1st ROOM  FROM NORTH AT EAST\,  THE 2nd ROOM  FROM NORTH AT EAST\,  THE BATHROOM \,  THE 3rd ROOM  FROM NORTH  LOCATED AT APT 3C\, 3rd STORY\, 1st APARTMENT FROM NORTH AT EAST",21,"2014-01-14T00:00:00.000","775","789","3C"
"COMMONWEALTH AVENUE","2013-12-03T00:00:00.000",NULL,218899,-73.869185,10460,40.838762,10002667,"B","2013-10-09T00:00:00.000",NULL,"West Farms-Bronx River",9,"Close",18,218,2039170028,"2",3917,58161,4707273,"VIOLATION CLOSED","2016-09-09T00:00:00.000",28,"2013-10-11T00:00:00.000","Original",1503,NULL,"1547","BRONX",2028531,2,"2013-10-15T00:00:00.000",20920,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING   IN THE ENTIRE APARTMENT  LOCATED AT APT A4\, 2nd STORY\, APARTMENT AT  EAST",19,"2013-11-19T00:00:00.000","1547","1547","A4"
"COMMONWEALTH AVENUE","2013-12-03T00:00:00.000",NULL,218899,-73.869185,10460,40.838762,10002673,"B","2013-10-09T00:00:00.000",NULL,"West Farms-Bronx River",9,"Close",18,218,2039170028,"2",3917,58161,4707273,"VIOLATION CLOSED","2016-09-09T00:00:00.000",28,"2013-10-11T00:00:00.000","Original",702,NULL,"1547","BRONX",2028531,2,"2013-10-15T00:00:00.000",20920,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING   IN THE ENTIRE APARTMENT  LOCATED AT APT A4\, 2nd STORY\, APARTMENT AT  EAST",19,"2013-11-19T00:00:00.000","1547","1547","A4"
"WEST 89 STREET","2013-12-03T00:00:00.000",NULL,106038,-73.969514,10024,40.787882,10002674,"B","2013-10-09T00:00:00.000",NULL,"Upper West Side",7,"Close",6,173,1012020050,"1",1202,36786,4707222,"VIOLATION CLOSED","2015-11-21T00:00:00.000",50,"2013-10-11T00:00:00.000","Original",598,"2014-02-24T00:00:00.000","46","MANHATTAN",1031525,1,"2013-10-15T00:00:00.000",35550,"SECTION 27-2026 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE CONNECTION SINK WASTELINE\,  IN THE KITCHEN  LOCATED AT APT 2F\, 1st STORY\, 1st APARTMENT FROM NORTH AT EAST",19,"2013-11-19T00:00:00.000","46","46","2F"
"EAST MOSHOLU PARKWAY NORTH","2013-12-03T00:00:00.000",NULL,200640,-73.883453,10467,40.87983,10002678,"B","2013-10-10T00:00:00.000",NULL,"Norwood",7,"Close",11,419,2033260113,"3",3326,73791,4707319,"VIOLATION CLOSED","2016-09-02T00:00:00.000",113,"2013-10-11T00:00:00.000","Original",550,NULL,"27","BRONX",2017753,2,"2013-10-15T00:00:00.000",29430,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... WEST  WALL  IN THE BATHROOM  LOCATED AT APT 3J\, 3rd STORY\, APARTMENT AT  EAST",19,"2013-11-19T00:00:00.000","23","23","3J"
"COMMONWEALTH AVENUE","2013-10-28T00:00:00.000",NULL,218899,-73.869185,10460,40.838762,10002682,"C","2013-10-09T00:00:00.000",NULL,"West Farms-Bronx River",9,"Close",18,218,2039170028,"2",3917,58161,4707274,"VIOLATION CLOSED","2016-09-09T00:00:00.000",28,"2013-10-11T00:00:00.000","Original",501,NULL,"1547","BRONX",2028531,2,"2013-10-15T00:00:00.000",20920,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE  DOOR FRAME AT WEST WALL   IN THE ENTRANCE  LOCATED AT APT A4\, 2nd STORY\, APARTMENT AT  EAST",19,"2013-10-23T00:00:00.000","1547","1547","A4"
"EAST MOSHOLU PARKWAY NORTH","2013-12-03T00:00:00.000",NULL,200640,-73.883453,10467,40.87983,10002684,"B","2013-10-10T00:00:00.000",NULL,"Norwood",7,"Close",11,419,2033260113,"3",3326,73791,4707319,"VIOLATION CLOSED","2016-09-02T00:00:00.000",113,"2013-10-11T00:00:00.000","Original",550,NULL,"27","BRONX",2017753,2,"2013-10-15T00:00:00.000",29430,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... WEST  WALL   IN THE 2nd ROOM  FROM EAST LOCATED AT APT 3J\, 3rd STORY\, APARTMENT AT  EAST",19,"2013-11-19T00:00:00.000","23","23","3J"
"EAST MOSHOLU PARKWAY NORTH","2013-12-03T00:00:00.000",NULL,200640,-73.883453,10467,40.87983,10002688,"B","2013-10-10T00:00:00.000",NULL,"Norwood",7,"Close",11,419,2033260113,"3",3326,73791,4707319,"VIOLATION CLOSED","2016-09-02T00:00:00.000",113,"2013-10-11T00:00:00.000","Original",508,NULL,"27","BRONX",2017753,2,"2013-10-15T00:00:00.000",29430,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WALLS AND  CEILINGS  IN THE ENTIRE APARTMENT  LOCATED AT APT 3J\, 3rd STORY\, APARTMENT AT  EAST",19,"2013-11-19T00:00:00.000","23","23","3J"
